Category,URL,Title,Project Team,Published Date,,download_link
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (September 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",30-Sep-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (September 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",29-Sep-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (August 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",29-Aug-25,,#N/A
Other Knowledge Products,https://kidb.adb.org/,Key Indicators database 2025,,26-Aug-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (August 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",25-Aug-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (July 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",31-Jul-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (July 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",28-Jul-25,,#N/A
Other Knowledge Products,https://apc01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.surveymeter.org%2Filas%2F&data=05%7C02%7Cagatson%40adb.org%7C3538481479d24d3e2a4a08ddbddaa553%7C9495d6bb41c24c58848f92e52cf3d640%7C0%7C0%7C638875468971277749%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=zafagE6w0nL0JhccunNlBKSPXYPsm3SJ4zh2Sg39L%2FM%3D&reserved=0,Indonesia Longitudinal Aging Survey 2023 database,Aiko Kikkawa,8-Jul-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (June 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",30-Jun-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (June 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",30-Jun-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (May 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",30-May-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (May 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",26-May-25,,#N/A
Other Knowledge Products,https://asiandevbank.sharepoint.com/:b:/t/org_erea/Ed5n2LKJ2GJAuYk4iNtS40gBXE4sjcXS7Eq2tc6nyBQa7g?e=TZIXfc,Social Cost of Carbon with Base Year Adjustment,,19-May-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (April 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",30-Apr-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (April 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",28-Apr-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (March 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",31-Mar-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (March 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",31-Mar-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (February 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",28-Feb-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (February 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",24-Feb-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (January 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",31-Jan-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (January 2025),"Shu Tian, Mai Lin Villaruel, Donghyun Park",27-Jan-25,,#N/A
Other Knowledge Products,https://www.adb.org/publications/mobilizing-private-capital-sustainable-development,Mobilizing Private Capital for Sustainable Development Through Sustainable Bonds: Case Studies from Indonesia and Thailand,K. Puongsophol,14-Jan-25,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (December 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",31-Dec-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (December 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",16-Dec-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (November 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",3-Dec-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (November 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",25-Nov-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (October 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",4-Nov-24,,#N/A
Other Knowledge Products,https://aric.adb.org/database/porttraffic,Port Traffic Database,"Kijin Kim, Mara Claire Tayag",28-Oct-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (October 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",28-Oct-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (September 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",30-Sep-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (September 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",30-Sep-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (August 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",30-Aug-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (August 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",26-Aug-24,,#N/A
Other Knowledge Products,https://kidb.adb.org/,Key Indicators database (2024),Stefan Schipper,22-Aug-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (July 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",31-Jul-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (July 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",29-Jul-24,,#N/A
Other Knowledge Products,https://www.facebook.com/reel/499902555871322,The Right Policies Can Separate Economic Growth from Pollution,Matteo Lanzafame,29-Jul-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (June 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",28-Jun-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (June 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",24-Jun-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (May 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",31-May-24,,#N/A
Other Knowledge Products,https://www.adb.org/what-we-do/data/icp,2021 International Comparison Program for Asia and the Pacific Database Launch,"Kaushal Joshi, Criselda De Dios",30-May-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (May 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",27-May-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (April 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",30-Apr-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (April 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",29-Apr-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (March 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",2-Apr-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (March 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",18-Mar-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (February 2024),"Shu Tian, Mai Lin Villaruel, Donghyun Park",1-Mar-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (February 2024),"Shu Tian; Donghyun Park, Mai Lin Villaruel",29-Feb-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (February 2024),"Shu Tian, Donghyun Park, Mai Lin Villaruel",26-Feb-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (January 2024),"Shu Tian; Donghyun Park, Mai Lin Villaruel",31-Jan-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (January 2024),"Shu Tian, Donghyun Park, Mai Lin Villaruel",29-Jan-24,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (December 2023),"Shu Tian, Donghyun Park, Mai Lin Villaruel",29-Dec-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (December 2023),"Shu Tian, Donghyun Park, Mai Lin Villaruel",18-Dec-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (November 2023),"Shu Tian, Donghyun Park, Mai Lin Villaruel",29-Nov-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (November 2023),"Shu Tian, Donghyun Park, Mai Lin Villaruel",27-Nov-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/newsletters/aboesg202310.pdf?src=spotlight,ASEAN+3 Sustainable Bonds Highlights,"Shu Tian, Donghyun Park, Mai Lin Villaruel",31-Oct-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (October 2023),"Shu Tian, Donghyun Park, Mai Lin Villaruel",31-Oct-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (October 2023),"Shu Tian, Donghyun Park, Mai Lin Villaruel",30-Oct-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (September 2023),Shu Tian; Mai Lin Villaruel,29-Sep-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (September 2023),"Shu Tian, Mai Lin Villaruel",25-Sep-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (August 2023),Shu Tian; Mai Lin Villaruel,31-Aug-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (August 2023),"Shu Tian, Mai Lin Villaruel",28-Aug-23,,#N/A
Other Knowledge Products,https://kidb.adb.org/,Key Indicators database,Stefan Schipper,24-Aug-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (July 2023),Shu Tian; Mai Lin Villaruel,31-Jul-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (July 2023),"Shu Tian, Mai Lin Villaruel",31-Jul-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (June 2023),Shu Tian; Mai Lin Villaruel,30-Jun-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (June 2023),"Shu Tian, Mai Lin Villaruel",26-Jun-23,,#N/A
Other Knowledge Products,https://www.facebook.com/reel/3652849148272156,"[Social Media Post] Inflation in Asia and the Pacific has declined, but the fight may not be over",Matteo Lanzafame,26-Jun-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (May 2023),Shu Tian; Mai Lin Villaruel,2-Jun-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (May 2023),"Shu Tian, Mai Lin Villaruel",29-May-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (April 2023),Shu Tian; Mai Lin Villaruel,2-May-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/publications/asean3-sustainable-bonds-highlights/index.php,ASEAN+3 Sustainable Bonds Highlights,"Shu Tian, Mai Lin Villaruel",27-Apr-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (April 2023),"Shu Tian, Mai Lin Villaruel",24-Apr-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (March 2023),Shu Tian; Mai Lin Villaruel,31-Mar-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (March 2023),"Shu Tian, Mai Lin Villaruel",27-Mar-23,,#N/A
Other Knowledge Products,https://www.linkedin.com/feed/update/urn:li:activity:7040501721457991680/?commentUrn=urn%3Ali%3Acomment%3A(ugcPost%3A7040501720786882560%2C7040598609075015680)&dashCommentUrn=urn%3Ali%3Afsd_comment%3A(7040598609075015680%2Curn%3Ali%3AugcPost%3A7040501720786882560),ADB LinkedIn video for Fed tightening and capital flow reversals in emerging markets: What do we know?,Irfan Qureshi,20-Mar-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (February 2023),Shu Tian; Mai Lin Villaruel,1-Mar-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (February 2023),"Shu Tian, Mai Lin Villaruel",27-Feb-23,,#N/A
Other Knowledge Products,https://www.linkedin.com/posts/asian-development-bank_human-mobility-data-can-help-understand-the-activity-7032529194546835456-mANZ?utm_source=share&utm_medium=member_desktop,ADB LinkedIn video for Human mobility data can help understand the impact of disasters and enhance the speed of emergency response,Madhavi Pundit,20-Feb-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (January 2023),Shu Tian; Mai Lin Villaruel,1-Feb-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (January 2023),"Shu Tian, Mai Lin Villaruel",30-Jan-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/publications/asean3-sustainable-bonds-highlights/index.php,ASEAN+3 Sustainable Bonds Highlights,"Shu Tian, Mai Lin Villaruel",27-Jan-23,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (December 2022),Shu Tian; Mai Lin Villaruel,29-Dec-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (December 2022),"Shu Tian, Mai Lin Villaruel",19-Dec-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (November 2022),Shu Tian; Mai Lin Villaruel,30-Nov-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (November 2022),"Shu Tian, Mai Lin Villaruel",28-Nov-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (October 2022),Shu Tian; Mai Lin Villaruel,31-Oct-22,,#N/A
Other Knowledge Products,"https://asianbondsonline.adb.org/wdh.php
https://asianbondsonline.adb.org/newsletters/abowdh20221024.pdf
https://asianbondsonline.adb.org/newsletters/abowdh20221017.pdf
https://asianbondsonline.adb.org/newsletters/abowdh20221010.pdf
https://asianbondsonline.adb.org/wdh.php#wdh-2022-24oct",Weekly Debt Highlights (October 2022),"Shu Tian, Mai Lin Villaruel",24-Oct-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (September 2022),Shu Tian; Mai Lin Villaruel,30-Sep-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (September 2022),"Shu Tian, Mai Lin Villaruel",26-Sep-22,,#N/A
Other Knowledge Products,https://www.adb.org/news/videos/asian-development-outlook-update-adb-insight-full-episode,[ADB Insight] Asian Development Outlook 2022 Update,Abdul Abiad,21-Sep-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (August 2022),Shu Tian; Mai Lin Villaruel,31-Aug-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (August 2022),"Shu Tian, Mai Lin Villaruel",29-Aug-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (July 2022),Shu Tian; Mai Lin Villaruel,29-Jul-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (July 2022),"Shu Tian, Mai Lin Villaruel",25-Jul-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (June 2022),Shu Tian; Mai Lin Villaruel,30-Jun-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (June 2022),"Shu Tian, Mai Lin Villaruel",27-Jun-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (May 2022),Shu Tian; Donghyun Park; Mai Lin Villaruel,1-Jun-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (May2022),Shu Tian; Donghyun Park; Mai Lin Villaruel,30-May-22,,#N/A
Other Knowledge Products,https://www.adb.org/sites/default/files/publication/794731/impacts-covid-19-farm-households-pakistan.pdf,Continuing Impacts of the COVID-19 Pandemic on Farm Households in Pakistan,"Takashi Yamano, Noriko Sato",13-May-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (April 2022),Shu Tian; Donghyun Park; Mai Lin Villaruel,4-May-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (April 2022),Shu Tian; Donghyun Park; Mai Lin Villaruel,25-Apr-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (March 2022),Shu Tian; Donghyun Park; Mai Lin Villaruel,1-Apr-22,,#N/A
Other Knowledge Products,https://www.iseas.edu.sg/articles-commentaries/aseanfocus/aseanfocus-issue-1-2022/,"Article 14: China's CPTPP Accession and Implications for ASEAN of The Reopening of ASEAN: Trade, Tourism and Travel",Pramila Crivelli,29-Mar-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (March 2022),Shu Tian; Donghyun Park; Mai Lin Villaruel,28-Mar-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (February 2022),Shu Tian; Donghyun Park; Mai Lin Villaruel,28-Feb-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (February 2022),Shu Tian; Donghyun Park; Mai Lin Villaruel,28-Feb-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/mdr.php,Monthly Debt Roundup (January 2022),S Tian; D Park; M Villaruel,31-Jan-22,,#N/A
Other Knowledge Products,https://asianbondsonline.adb.org/wdh.php,Weekly Debt Highlights (January 2022),S Tian; D Park; M Villaruel,31-Jan-22,,#N/A
Other Knowledge Products,https://lnadbg1.adb.org/erd0004p.nsf/,Domestic cost escalation factors updated,"Takashi Yamano, Lilibeth Poot",27-Jan-22,,#N/A
Other Knowledge Products,https://asiandevbank.sharepoint.com/teams/org_erea/SitePages/FAQs-Economic-Analysis-Projects/FAQs-General-Questions.aspx,Economic Analysis Frequently Asked Questions,"Ma. Rowena Cham, Jeffrey Liang",12-Jan-22,,#N/A
Staff Publications in Scholarly Journals,https://link.springer.com/article/10.1007/s11069-026-07986-1,Bridging the gender data gap: measuring welfare losses from climate-related disasters for men and women,Madhavi Pundit,26-Feb-26,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.3390/logistics10020051,"Examining Container Terminal Efficiency with Diverse Data Sources: Vessel, Truck, and Container Turnaround Times in Japanese Terminals",Yesim Elhan-Kayalar,18-Feb-26,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.jimonfin.2025.103489,Fiscal and monetary policies for inclusive growth in developing and emerging markets [Editorial],John Beirne,12-Feb-26,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.eneco.2026.109180,Impact of climate vulnerability on fiscal risk: Do religious tensions and financial development matter?,John Beirne,6-Feb-26,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.jimonfin.2026.103527,"Public spending, private gains: the gendered impact of exogenous fiscal policy shocks",John Beirne,16-Jan-26,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.jimonfin.2026.103528,Public spending and inclusive growth: A cross-country empirical analysis,John Beirne,8-Jan-26,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S2214804325001727,"Misinformation belief, health behavior, and labor supply during the COVID-19 pandemic: Evidence from tricycle drivers in the Philippines",Takashi Yamano,5-Jan-26,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.pacfin.2025.102985,"Geopolitical risk, capital flow volatility, and asset market spillovers",John Beirne,1-Jan-26,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.asieco.2025.102103,Oil price pass-through to inflation in emerging Asia,John Beirne,29-Dec-25,,#N/A
Staff Publications in Scholarly Journals,https://bookshop.iseas.edu.sg/publication/7989#contents,Tourism and Export Earnings in Southeast Asia,Sanchita Basu Das,8-Dec-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.pacfin.2025.102985,"Geopolitical risk, capital flow volatility, and asset market spillovers",John Beirne,27-Nov-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.ijedudev.2025.103443,Determinants of secondary school student performance during the COVID-19 closure in Bhutan,"Ryotaro Hayashi, David Raitzer, and Milan Thomas",14-Nov-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1142/S021759082550050X,The Quality of Digital Entrepreneurship Systems and Economic Resilience: A Cross-Country Analysis During Covid-19,Donghyun Park,14-Nov-25,,#N/A
Staff Publications in Scholarly Journals,https://www.mdpi.com/2071-1050/17/22/10036,Identifying Cyclone Impacts on Fishing: A Data-Driven Toolkit for Sustainable and Resilient Fisheries,"Madhavi Pundit, Priscille Villanueva",10-Nov-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/S0140-6736(25)01919-1,The 2025 report of the Lancet Countdown on health and climate change,Sabah Abdullah,29-Oct-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1111/jmcb.70002,Nonresponse Bias in Household Inflation Expectations Surveys,Jaqueson Galimberti,22-Oct-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1002/ijfe.70056,Effect of Prudential Policies on Sovereign Bond Markets: Evidence From the ASEAN-4 Countries,Donghyun Park,13-Oct-25,,#N/A
Staff Publications in Scholarly Journals,https://repository.unescap.org/server/api/core/bitstreams/25dc0c24-ffe5-4957-898a-3381cfded089/content,Digitalization as an Opportunity for Inclusive Growth,"Jong Woo Kang, Sanchita Basu Das",1-Oct-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.erss.2025.104337,"Clean energy finance must urgently confront novel technology bankability gaps, systemic risks in emerging economies, and a historic shift in infrastructure spending",Sabah Abdullah,1-Sep-25,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S0378778825006255,House insulation: Needs and willingness in Central Asia,D. Azhgaliyeva,1-Sep-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1111/aepr.70008,How Sovereign Sustainable Bond Issuance Shakes Up the Corporate Sustainable Bond Market? Evidence From Asian Markets,Shu Tian and Donghyun Park,29-Aug-25,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S0304387825001567,"Confined to stay: Migration restrictions, natural disasters, and poverty",Lennart Reiners,27-Aug-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.jmacro.2025.103701,Monetary Policy Under Fiscal Stress: A Forward-Looking Analysis of Fiscal Dominance,"Donna Faye E. Bajaro, Jaqueson K. Galimberti, and  Irfan A. Qureshi",15-Aug-25,,#N/A
Staff Publications in Scholarly Journals,https://www.sciencedirect.com/science/article/pii/S2210539525001828?dgcid=coauthor,Measuring port congestion and lockdown impact using AIS data,Kijin Kim,29-Jul-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.econmod.2025.107220,How does disaster risk impact fiscal sustainability and inequality?,Donghyun Park and John Beirne,17-Jul-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.resourpol.2025.105655,Impact of news and social media sentiments on rare earth investments,Donghyun Park,30-Jun-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1142/S0116110525500167,Low-Carbon Development Pathways in Developing Asia: Evidence from Modeling Scenarios,"Manisha Pradhananga, David A. Raitzer, and Iva Sebastian-Samaniego",25-Jun-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.labeco.2025.102751,Working from Home after COVID-19: Evidence from Job Postings in 20 Countries,Gabriele Ciminelli,23-Jun-25,,#N/A
Staff Publications in Scholarly Journals,https://linkinghub.elsevier.com/retrieve/pii/S0165188925000983,Oil Price Shocks and US Business Cycles,Irfan Qureshi,20-Jun-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1007/s41027-025-00571-3,Digital Platforms and the Future of Work: A Gendered Perspective,Yesim Elhan-Kayalar,19-Jun-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.renene.2025.123750,Exploring the economic and non-economic determinants of investments in renewable energy,Donghyun Park,12-Jun-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.eneco.2025.108649,‘What's your shape?’ A data-driven approach to estimating the Environmental Kuznets Curve,Matteo Lanzafame,6-Jun-25,,#N/A
Staff Publications in Scholarly Journals,https://onlinelibrary.wiley.com/doi/10.1111/asej.12350,"How do tax revenues respond to GDP growth? Evidence from developing Asia, 1998–2021",Donghyun Park and Yothin Jinjarak,6-Jun-25,,#N/A
Staff Publications in Scholarly Journals,https://onlinelibrary.wiley.com/doi/10.1111/asej.12349,Exploring the use of satellite imagery and computer vision-based machine learning method to improve the spatial granularity of poverty statistics,"Arturo Martinez, Jr., Joseph Bulan, Mildred Addawe, Ron Lester Durante",28-May-25,,#N/A
Staff Publications in Scholarly Journals,https://doi.org/10.1016/j.worlddev.2025.107003,Oil revenues and labor market reforms,Gabriele Ciminelli,23-May-25,,#N/A
